rmse	mae	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5	wmu[0]	wlambda[0]	vmu[0,0]	vlambda[0,0]	vmu[0,1]	vlambda[0,1]	vmu[0,2]	vlambda[0,2]	vmu[0,3]	vlambda[0,3]	vmu[0,4]	vlambda[0,4]	vmu[0,5]	vlambda[0,5]	vmu[0,6]	vlambda[0,6]	vmu[0,7]	vlambda[0,7]	vmu[0,8]	vlambda[0,8]	vmu[0,9]	vlambda[0,9]	vmu[0,10]	vlambda[0,10]	vmu[0,11]	vlambda[0,11]	vmu[0,12]	vlambda[0,12]	vmu[0,13]	vlambda[0,13]	vmu[0,14]	vlambda[0,14]	vmu[0,15]	vlambda[0,15]	vmu[0,16]	vlambda[0,16]	vmu[0,17]	vlambda[0,17]	vmu[0,18]	vlambda[0,18]	vmu[0,19]	vlambda[0,19]	vmu[0,20]	vlambda[0,20]	vmu[0,21]	vlambda[0,21]	vmu[0,22]	vlambda[0,22]	vmu[0,23]	vlambda[0,23]	vmu[0,24]	vlambda[0,24]	vmu[0,25]	vlambda[0,25]	vmu[0,26]	vlambda[0,26]	vmu[0,27]	vlambda[0,27]	vmu[0,28]	vlambda[0,28]	vmu[0,29]	vlambda[0,29]	vmu[0,30]	vlambda[0,30]	vmu[0,31]	vlambda[0,31]	vmu[0,32]	vlambda[0,32]	vmu[0,33]	vlambda[0,33]	vmu[0,34]	vlambda[0,34]	vmu[0,35]	vlambda[0,35]	vmu[0,36]	vlambda[0,36]	vmu[0,37]	vlambda[0,37]	vmu[0,38]	vlambda[0,38]	vmu[0,39]	vlambda[0,39]	vmu[0,40]	vlambda[0,40]	vmu[0,41]	vlambda[0,41]	vmu[0,42]	vlambda[0,42]	vmu[0,43]	vlambda[0,43]	vmu[0,44]	vlambda[0,44]	vmu[0,45]	vlambda[0,45]	vmu[0,46]	vlambda[0,46]	vmu[0,47]	vlambda[0,47]	vmu[0,48]	vlambda[0,48]	vmu[0,49]	vlambda[0,49]
1.06831	0.648385	1.#QNAN	0	3.686	4	1.2056	1.06784	1.06831	1.06558	1.4192	14.825	-0.00507357	84.6128	-0.00137716	85.9939	-0.000506781	74.3981	0.00947429	84.465	-0.00724337	71.8108	0.00824396	79.3178	0.0042524	86.4066	-0.0111437	80.6933	0.0094149	83.3245	0.00217337	91.3533	-0.00598255	79.1537	-0.0118763	79.3767	-0.00174895	105.45	-0.000578567	77.0326	0.00158308	75.4046	0.0123629	89.4702	-0.000275622	82.7199	-0.00261016	74.2136	-0.00300513	88.5029	0.0159335	79.1637	-0.0090078	91.8888	-0.000174108	74.7261	-0.00550006	84.5166	0.000620879	88.6558	-0.00263368	86.1359	0.00344699	81.1754	-0.00957653	82.0891	-0.0139741	84.0034	-0.00293378	86.1406	-0.000796874	80.1607	-0.00428827	88.9718	-0.00975218	87.821	0.00396978	78.2026	0.00306749	81.0848	-0.00474902	78.7393	0.00244392	72.7631	-0.00613431	78.5853	-0.0135179	89.2268	0.00418439	91.3289	-0.00641093	94.9238	-0.0040318	82.8925	0.00052215	82.3775	0.000282406	79.1321	0.0108218	95.0723	-0.00741239	88.7609	-0.00449077	55.6834	0.00256855	93.4268	0.00330502	85.0843	0.00454634	93.922	-0.00494119	87.2299
1.06776	0.647318	1.#QNAN	0	4.249	4	1.20186	1.06856	1.06776	1.06511	1.41747	14.7665	-0.00555358	84.1264	-0.00123401	85.6489	-0.00131143	73.8357	0.0102459	84.8216	-0.00754016	70.8732	0.00761369	78.5353	0.00320273	86.6256	-0.0113726	80.8187	0.0100704	84.02	0.00248211	88.269	-0.00612861	77.7259	-0.0134299	79.2552	-0.00286211	106.391	-0.000415383	78.0968	0.00145439	75.7515	0.0130973	88.5597	-0.000271102	82.1668	-0.00358187	73.4316	-0.00299504	87.486	0.0149917	79.2727	-0.00879871	92.1955	-0.00215611	74.3248	-0.0060675	84.9886	-0.000692536	89.531	-0.00154298	87.0518	0.0033442	80.4115	-0.00989032	82.123	-0.0138418	85.1631	-0.00279633	85.6586	-0.00184281	78.4768	-0.00350478	87.6393	-0.00965141	87.4636	0.00426088	76.3503	0.00274426	80.4945	-0.0048857	79.8861	0.00365167	72.6004	-0.00626999	78.9518	-0.0127283	89.0995	0.00281499	90.9438	-0.0051577	93.6512	-0.00444182	83.0209	0.00148875	81.5386	0.000181152	80.557	0.00945921	94.5097	-0.00758793	88.1589	-0.00519119	53.6783	0.00360211	94.1095	0.0030995	83.6587	0.00389709	93.2899	-0.00423811	87.5965
1.06722	0.646253	1.#QNAN	0	4.223	4	1.20524	1.06834	1.06722	1.06465	1.42109	14.8091	-0.00588208	84.6636	-0.000728552	86.0389	-0.000619603	72.763	0.0110323	84.7051	-0.00646385	70.5198	0.00797601	77.0193	0.0029905	85.8587	-0.0106165	82.3535	0.0107181	85.1871	0.00148153	87.4054	-0.0067561	77.6132	-0.0132271	77.9506	-0.00220081	106.906	-0.00182435	78.7918	0.00276111	75.3235	0.0117199	87.3104	-0.000352551	82.2276	-0.00119796	73.0586	-0.00391119	87.9181	0.0153507	79.4175	-0.00851837	91.0882	-0.00266541	74.2383	-0.00641274	85.8442	-0.00215273	88.4396	-0.00167717	87.6511	0.00243485	81.5017	-0.00994841	81.3953	-0.0134606	86.5099	-0.00224358	85.8382	-0.00270635	78.1127	-0.00481275	88.4826	-0.0102981	87.5087	0.00404145	75.6231	0.00289987	79.4874	-0.00603939	79.8902	0.00440971	72.3692	-0.00642005	79.5811	-0.0133045	89.0285	0.00326851	90.4187	-0.00530429	92.5069	-0.00493979	82.4275	0.00173694	80.693	1.92718e-005	80.368	0.0091566	93.9116	-0.00726074	89.8882	-0.00663943	51.2984	0.00426433	94.402	0.00458415	83.0595	0.00439555	92.3579	-0.0039707	86.6701
1.06673	0.645277	1.#QNAN	0	4.186	4	1.20377	1.06961	1.06673	1.06423	1.42007	14.5429	-0.00553306	83.4967	-0.000320193	86.7749	-0.000827714	73.3787	0.0105728	84.054	-0.00625761	69.7075	0.00820459	77.3301	0.00313624	84.5204	-0.00902734	82.1592	0.0115588	84.275	0.00334057	87.1965	-0.00842814	80.6215	-0.0136098	77.4783	-0.00297929	107.397	-0.00290512	78.6133	0.00355788	73.4451	0.0111446	85.9548	-0.000804032	81.9553	-0.000716739	72.3533	-0.00371158	87.2047	0.0154218	77.6452	-0.00889755	91.5467	-0.00422313	73.8961	-0.00461089	84.9686	-0.00154643	88.3196	-0.00171897	88.6174	0.00155345	80.8721	-0.00958252	80.785	-0.0139911	86.6023	-0.00114243	85.8041	-0.00353506	78.0038	-0.0043938	88.7495	-0.0105598	87.3275	0.00421318	75.4608	0.00223226	79.4237	-0.00507016	80.0182	0.0051504	72.1297	-0.00601796	79.9162	-0.0139714	89.8291	0.00365152	90.5937	-0.00472085	92.7948	-0.00521574	81.6115	0.00105181	79.1517	0.00112964	80.5392	0.00897963	92.4664	-0.00630679	89.5329	-0.00612983	48.472	0.00229486	92.8113	0.0028662	83.8196	0.00590469	92.1977	-0.00340975	86.0335
1.06625	0.644335	1.#QNAN	0	4.613	5	1.20799	1.06961	1.06625	1.06382	1.41673	14.6218	-0.00396793	83.5434	-0.00107859	86.9198	-0.000492246	73.4007	0.0104942	84.9274	-0.00648031	70.1139	0.00844965	76.0976	0.00284187	84.6173	-0.00888335	81.2417	0.0107064	82.6967	0.00357395	85.565	-0.00874347	80.2945	-0.0143492	76.3868	-0.00327762	106.551	-0.00184423	77.1369	0.00321111	72.1493	0.0109172	87.382	-0.00226955	80.0416	-0.000692017	71.9121	-0.00416648	87.0452	0.0162132	75.9254	-0.00959117	89.9191	-0.0060439	73.3495	-0.00340988	84.616	-0.00125818	88.2084	-0.001597	87.7374	0.00115319	79.4545	-0.00954819	80.7625	-0.013746	85.2504	-0.00184499	83.9879	-0.004143	77.9364	-0.00733552	88.8175	-0.00987067	87.6059	0.00447792	76.0657	0.00219104	79.6835	-0.0048558	78.3776	0.0054885	72.0476	-0.00572297	80.0237	-0.0152818	88.4347	0.00440566	90.8428	-0.00488666	92.7995	-0.00610949	81.2897	0.000800384	77.3192	0.000961388	79.5192	0.00954425	90.047	-0.00503273	89.6821	-0.00661193	45.0586	0.00133912	93.1548	0.0031725	83.2702	0.00492556	91.8552	-0.00381182	87.7367
1.06579	0.643391	1.#QNAN	0	4.174	4	1.21174	1.07003	1.06579	1.06343	1.41691	14.5371	-0.00505827	83.1699	-0.000323594	85.8347	0.000274211	72.4443	0.0101796	85.3894	-0.00678179	70.2811	0.0102759	75.5867	0.00248196	84.6846	-0.00822748	81.8516	0.0117428	81.3972	0.00290038	85.5188	-0.00881065	79.2427	-0.0138443	75.6353	-0.0029048	106.047	-0.0017204	77.1671	0.00308732	71.8836	0.0124941	88.1617	-0.00363539	79.5605	0.000319918	71.6936	-0.00472987	86.9894	0.0157733	76.2475	-0.00855215	92.1869	-0.00770994	73.1126	-0.0025351	85.9127	-5.97622e-005	86.591	-0.00120297	85.4179	0.00102865	79.0605	-0.00885628	80.4385	-0.0120899	85.2981	-0.00255191	84.2352	-0.00391501	77.8229	-0.00731224	86.523	-0.00983274	85.1004	0.00415092	76.0155	0.00192217	78.7587	-0.00485525	77.023	0.00539879	72.369	-0.0058264	79.5991	-0.0151526	88.2367	0.00568001	90.8503	-0.00614797	92.6227	-0.00459352	81.5201	0.000762129	75.5828	0.000379745	80.8079	0.0109747	90.2938	-0.00550491	90.1661	-0.00461384	41.27	0.00183851	91.2083	0.00324462	83.6668	0.00465537	90.6457	-0.00338822	87.4401
1.06533	0.642457	1.#QNAN	0	4.295	4	1.21073	1.07008	1.06533	1.06304	1.41971	14.6523	-0.00581541	81.9614	-0.000483494	86.301	0.00167289	72.7815	0.0101744	85.7915	-0.00749134	70.5225	0.00911877	74.9033	0.00260807	83.6151	-0.00894919	81.8696	0.0131288	81.8929	0.00327007	85.1699	-0.00851694	78.4521	-0.0128698	77.4504	-0.00223621	104.845	-0.00146547	76.7869	0.00356561	72.1863	0.0124816	89.0554	-0.00520871	80.3346	0.000228453	70.9836	-0.00330239	87.5308	0.0153233	77.0107	-0.00871373	93.0337	-0.0065072	72.9273	-0.00249029	85.3246	0.000244145	88.0866	-0.00153351	84.8792	0.000583372	78.6019	-0.00860187	79.3731	-0.0111929	86.8576	-0.00250104	85.2233	-0.00417684	76.9093	-0.00724851	86.0881	-0.00919361	84.3357	0.0024113	76.903	0.00117601	78.0227	-0.00587923	74.4979	0.0067481	72.8105	-0.00635859	78.1908	-0.0146099	86.8422	0.00616747	90.9386	-0.00764476	93.5052	-0.00324548	81.8253	0.000782964	76.1613	0.000573987	81.1801	0.0108468	88.755	-0.00361278	89.393	-0.00456461	37.1864	0.00103862	90.3925	0.0021867	84.373	0.00536452	89.4511	-0.00190085	86.9089
1.06487	0.641536	1.#QNAN	0	4.501	5	1.21176	1.06857	1.06487	1.06265	1.42001	14.5509	-0.00637226	82.1148	-0.000921837	85.6717	0.0022437	72.9552	0.0107295	85.439	-0.00588238	70.7322	0.00845918	73.9028	0.00194841	83.5359	-0.00861518	81.7711	0.0124063	82.1709	0.00390942	85.9203	-0.0101691	77.858	-0.0129953	76.2742	-0.00167039	105.042	-0.00207437	76.6673	0.0041387	71.2842	0.0115975	89.2176	-0.00422937	80.8119	-0.000518634	70.8177	-0.00292479	85.1408	0.0143503	76.5028	-0.00861391	91.9196	-0.00758879	72.2521	-0.00243879	86.2218	0.000969568	87.1512	-0.000798769	84.5797	0.00180048	79.9813	-0.00894322	80.1876	-0.0109842	86.6516	-0.00217121	85.0109	-0.00519997	77.4824	-0.00679309	84.3775	-0.00878031	84.0618	0.000418131	77.6806	0.00312575	77.371	-0.00612329	75.457	0.0081432	73.2395	-0.00692757	78.3762	-0.0152064	87.2983	0.0064246	91.019	-0.00898634	91.8744	-0.0027488	81.4265	-0.000160887	76.8162	0.00143424	81.1908	0.0121993	87.582	-0.00454887	92.0209	-0.0041082	32.6374	0.00116588	89.7171	0.00189669	84.7698	0.00563327	89.2063	-0.00194755	86.9263
1.06443	0.640646	1.#QNAN	0	3.87	4	1.2148	1.06842	1.06443	1.06227	1.41973	14.5616	-0.00637595	83.1835	-0.000416663	86.6905	0.00226647	73.0986	0.0112324	86.1896	-0.00768215	69.9025	0.00760982	73.945	0.003422	83.8541	-0.00861839	80.952	0.0125237	80.8922	0.00387341	83.4305	-0.0100142	77.5	-0.0117593	77.1221	-0.00073533	104.687	-0.00149634	75.7732	0.00383596	70.8289	0.0120518	89.0161	-0.00443182	79.3414	-0.000452171	70.4951	-0.002731	85.5282	0.0144086	75.4314	-0.00867336	92.1274	-0.00791681	72.1032	-0.00245199	84.0093	3.50508e-005	86.2385	-0.000527051	83.1681	0.00128706	79.0245	-0.0105633	79.2634	-0.010642	87.1782	-0.00204257	85.078	-0.00645651	76.8621	-0.00661635	84.2415	-0.00964455	82.8885	-0.000522724	76.2643	0.00389213	77.015	-0.00491331	75.611	0.00823313	73.2874	-0.00550348	78.237	-0.0150445	85.8264	0.00635674	91.5534	-0.00796878	90.3388	-0.00352777	82.4531	-0.0010254	76.0774	0.00145377	82.1811	0.0128237	85.5482	-0.00462153	91.8972	-0.00198837	28.3744	0.00183216	88.1814	0.00158261	84.0984	0.0054392	89.6372	-0.00215708	86.5137
1.06401	0.63976	1.#QNAN	0	4.18	4	1.21902	1.07021	1.06401	1.06192	1.4207	14.6806	-0.00607162	82.6631	-0.00132591	84.8493	0.00199349	72.0667	0.011358	86.4379	-0.00762652	69.7473	0.00621041	74.2042	0.00229875	83.4973	-0.00791337	78.9085	0.0122047	79.1579	0.00331953	83.0409	-0.0094012	76.0269	-0.013209	76.6094	0.000281732	104.396	-0.000259603	75.6344	0.00463487	70.4471	0.0107735	87.8199	-0.00433384	78.4216	-0.000860724	70.6891	-0.00330585	85.9081	0.0149645	75.4283	-0.00838126	90.582	-0.00817196	71.8691	-0.00159894	83.2958	0.000607963	87.0618	-0.000480991	84.0847	0.00163303	79.8506	-0.0107924	79.1985	-0.0108184	86.7562	-0.0020696	85.3901	-0.00642992	77.0541	-0.00593241	86.2642	-0.00946316	82.4756	0.000116473	77.5483	0.00449869	77.1001	-0.00603959	75.2161	0.00647169	73.2414	-0.00365718	77.1669	-0.0153102	85.8538	0.00452804	91.2745	-0.00808856	88.3777	-0.00428531	81.5528	-0.000154191	77.1027	0.00231349	81.2247	0.0119706	85.2547	-0.00438155	91.3637	-0.000499012	24.4757	0.00255499	88.5872	0.00118469	84.195	0.00617995	89.2156	-0.00201007	85.7866
1.06362	0.638951	1.#QNAN	0	3.947	4	1.22584	1.07231	1.06362	1.06159	1.4223	14.7251	-0.00466262	81.2559	-0.00380747	84.2567	0.00212324	72.0663	0.0110877	86.705	-0.00845855	69.4133	0.00759854	75.8667	0.0017021	82.7411	-0.00662418	78.3207	0.0120773	78.8757	0.00250894	83.1896	-0.00907141	75.8814	-0.0141863	76.275	-0.000318566	103.881	-0.00255545	75.3753	0.00618023	71.0431	0.011004	87.4541	-0.00327633	77.9727	-0.00105594	69.7693	-0.00261924	85.7672	0.0142872	75.7826	-0.00979054	91.2416	-0.00737693	71.3946	-0.00171042	82.6246	0.00179427	86.4187	0.000691941	84.7512	0.00255377	80.152	-0.0120496	79.4566	-0.0110216	87.1697	-0.00105698	85.1711	-0.00711068	78.1006	-0.00697124	85.0941	-0.0105669	80.6028	-0.000537464	75.3317	0.00470723	76.1044	-0.00626115	75.2541	0.0063113	73.5755	-0.00239928	77.156	-0.0160193	85.968	0.00511521	90.4089	-0.00711906	88.3294	-0.00442043	81.1957	0.000854042	76.5891	0.00148334	81.6699	0.0130588	86.2512	-0.00571166	92.39	-0.00133432	20.6807	0.00486344	88.4591	0.00091381	83.1163	0.00764725	87.9368	-0.0014183	85.4431
1.06326	0.638141	1.#QNAN	0	3.759	4	1.22921	1.07373	1.06326	1.06128	1.41892	14.5171	-0.00541862	81.663	-0.00379663	84.9132	0.00216617	70.2495	0.0113702	85.3315	-0.00894381	68.7319	0.0071526	75.7166	0.00130239	81.9225	-0.00613377	78.1507	0.0144548	79.8097	0.0030542	82.38	-0.00966408	75.807	-0.0145789	75.312	0.000712978	104.426	-0.00202198	75.1375	0.0063309	71.3639	0.0105002	87.6063	-0.00421377	78.2146	-0.000220915	70.0051	-0.00254713	86.2827	0.0157771	74.3847	-0.0108136	91.9401	-0.00857598	71.9431	-0.00219043	83.1227	0.00143313	86.3124	0.00100843	85.2819	0.00287463	79.5324	-0.0115803	80.479	-0.0108273	86.0163	-0.00193326	84.5628	-0.0057473	76.7877	-0.00726563	86.8904	-0.0122742	81.2022	-0.000326096	74.7809	0.00501936	76.0548	-0.00482035	76.4491	0.00578003	72.8278	-0.00316587	76.272	-0.0154114	85.4938	0.00460299	91.4819	-0.00657212	89.4602	-0.00437983	81.2101	0.00184019	77.6548	0.000632413	81.9048	0.0128307	86.3037	-0.00634945	92.7072	-0.00305188	17.2021	0.00560421	87.0593	-0.000698167	83.9562	0.00665133	87.8508	0.000310392	84.7508
1.06289	0.637364	1.#QNAN	0	3.764	3	1.24015	1.075	1.06289	1.06097	1.42172	14.5528	-0.00553759	80.894	-0.00267018	84.4553	0.00408996	70.0505	0.0121362	84.9564	-0.0101119	68.6647	0.00728292	74.4379	0.000782585	81.6212	-0.00696302	78.2429	0.0139417	79.1798	0.00450924	82.1043	-0.0101656	75.5898	-0.0152381	74.6256	0.000571999	102.223	-0.00248764	76.2659	0.00642875	72.0253	0.0102523	85.4393	-0.00517119	77.8842	0.000549124	69.5404	-0.00313896	84.7822	0.0154259	73.5565	-0.0105482	92.4616	-0.0086205	71.2865	-0.00251448	82.0496	0.00162507	85.1463	-0.00019716	85.528	0.00353089	79.6887	-0.0121971	79.9396	-0.0112922	85.6994	-0.0023556	85.1519	-0.00538612	77.2811	-0.00644835	86.2375	-0.0112362	81.9992	-0.0013096	75.4686	0.00360072	76.8486	-0.00471566	76.0788	0.00739188	72.3087	-0.00346239	77.3974	-0.0152897	85.1889	0.00377495	89.9456	-0.00642182	88.6918	-0.00558661	80.3351	0.00116293	77.7339	1.20479e-005	83.3014	0.0119459	85.7571	-0.00489622	92.0553	-0.0010787	13.7141	0.00454257	86.6168	-0.000178972	84.2235	0.00707805	86.9838	0.000719883	83.1475
1.06255	0.636625	1.#QNAN	0	3.774	4	1.24776	1.07869	1.06255	1.06069	1.42269	14.5682	-0.00525252	81.8044	-0.00124938	84.1421	0.00433042	70.8522	0.011787	85.1003	-0.0111496	67.786	0.00733356	74.199	0.000583985	81.0763	-0.00721816	77.1712	0.0136126	79.6276	0.00437953	81.2588	-0.00873018	76.4863	-0.0167023	74.9302	-0.000822847	101.241	-0.0016495	75.7511	0.00638065	71.3456	0.00968086	85.5511	-0.00503377	78.2605	0.000558851	69.1438	-0.00312899	85.8046	0.0157409	74.7842	-0.0118449	92.4301	-0.00902442	70.3212	-0.00229015	82.1757	0.00114527	84.1461	-0.00115239	85.0388	0.00286605	78.6783	-0.0123824	79.815	-0.0111054	85.4555	-0.00210281	85.3476	-0.00531445	76.6248	-0.00678288	85.6152	-0.0105805	81.5402	-9.39123e-005	75.6391	0.00453401	77.3217	-0.00511865	75.1614	0.00758201	71.7981	-0.00237584	77.9011	-0.0165808	84.4476	0.00423618	89.6305	-0.00676556	88.2955	-0.00674184	78.6776	0.00199868	75.9144	-0.000124073	82.6626	0.011543	85.5393	-0.00443474	91.5614	-0.0033229	11.0071	0.00433903	87.3787	-0.00034366	82.6317	0.00784025	86.7	0.000871611	81.5788
1.0622	0.635883	1.#QNAN	0	3.942	4	1.26388	1.08132	1.0622	1.0604	1.41964	14.8777	-0.00653651	81.412	-0.0027247	84.5157	0.00524696	70.4573	0.0117807	83.7516	-0.0105241	67.4096	0.00742633	73.581	-8.24008e-005	81.4704	-0.00743449	76.6749	0.012514	79.7337	0.00386892	80.9104	-0.0070324	77.2442	-0.0155031	74.2812	-0.000486086	99.9929	-0.00147868	75.7594	0.00569079	71.7851	0.00955759	84.3395	-0.00355292	78.2061	-0.000899964	69.738	-0.00246378	85.6037	0.0156399	74.4453	-0.0118337	90.8128	-0.010355	69.1747	-0.00217929	81.7816	0.000756318	84.8918	-0.00162133	85.3062	0.00256706	79.9635	-0.0131483	79.7944	-0.0111931	87.1336	-0.00240001	85.1769	-0.00513371	75.3045	-0.00769593	84.8318	-0.00990353	82.6296	0.000126382	75.0741	0.00543577	77.0438	-0.00473227	73.6756	0.00690812	71.2354	-0.000862652	77.4405	-0.0169507	84.1386	0.00489774	88.4593	-0.00601837	87.8846	-0.00509051	77.7015	0.00473498	75.9188	0.000972607	82.9915	0.0108512	86.6692	-0.00526936	91.7801	-0.00109626	8.79607	0.00419413	86.2976	0.000698419	81.4987	0.00790952	86.3405	0.00166023	80.7321
1.06188	0.635186	1.#QNAN	0	4.309	4	1.27483	1.08778	1.06188	1.06013	1.42422	14.963	-0.00760143	79.9436	-0.0026939	83.8515	0.00502679	69.8786	0.0120767	83.2389	-0.00934755	66.7439	0.00809993	74.2868	0.0001499	82.3532	-0.00618032	76.7509	0.011401	79.332	0.00247783	81.0432	-0.00632338	77.6995	-0.0148383	73.093	0.000870871	98.4498	-0.000986532	75.8167	0.00443859	71.1453	0.0104239	84.1674	-0.00340536	78.9652	-0.00148107	70.1966	-0.00197681	85.4454	0.0145297	74.6225	-0.0122653	90.7226	-0.0108895	69.5925	-0.00259184	80.3313	0.0019135	83.654	-0.00168997	84.3357	0.00217747	80.3689	-0.0126636	78.7308	-0.0111861	87.263	-0.00184013	84.9042	-0.00388484	74.1861	-0.00887887	84.5022	-0.00956315	82.8664	9.93876e-005	73.218	0.00396493	76.8764	-0.00503539	73.9883	0.00634974	70.4313	0.000152507	77.0243	-0.0176166	84.0406	0.00584886	87.5452	-0.00572542	86.8952	-0.00479633	78.2911	0.00594425	75.3573	0.00159176	83.6312	0.0105198	86.4119	-0.00557253	90.4849	0.000832178	7.1227	0.00400956	85.8015	0.0010264	81.6067	0.00858492	87.8561	0.00110661	79.8427
1.06155	0.634508	1.#QNAN	0	4.108	5	1.28155	1.09093	1.06155	1.05985	1.42047	15.0814	-0.00647793	81.4999	-0.00329043	84.9686	0.0066665	68.0835	0.0124185	82.6022	-0.00875951	66.294	0.00728162	74.1364	-0.00019149	81.0414	-0.00488118	76.0157	0.0128531	79.794	0.0024571	81.0684	-0.00705409	75.0764	-0.014846	72.9129	0.00195229	97.1528	-0.00188334	77.3527	0.00373675	71.0837	0.00911495	85.2295	-0.00332554	78.6031	-0.000723593	70.5285	-0.00213213	85.9919	0.0146223	75.4696	-0.0131398	89.6949	-0.0113589	68.9867	-0.00374915	79.1135	0.00241661	83.0529	-0.00257149	83.8322	0.00439041	80.9513	-0.0142049	78.4858	-0.00985681	85.6777	-0.00152975	84.9795	-0.00175148	73.1059	-0.00953333	84.9663	-0.00948385	81.1054	-2.40956e-005	72.412	0.00315605	77.9409	-0.00331807	73.7101	0.00751266	70.4646	0.000858918	77.3856	-0.0178602	83.4585	0.00588514	86.78	-0.00525378	85.9502	-0.00370575	78.3366	0.00640125	75.3393	0.00155289	82.9943	0.0106663	88.2488	-0.00447576	91.4505	0.00156657	5.84022	0.0042992	86.1122	0.00154242	83.2105	0.00889902	86.9799	0.00011008	79.4038
1.06123	0.633822	1.#QNAN	0	4.082	4	1.29294	1.09671	1.06123	1.05958	1.42037	15.1726	-0.00638586	81.4191	-0.00386216	85.2172	0.00711964	69.6312	0.0117577	81.7062	-0.00960183	66.8638	0.00745951	74.5251	-0.000472528	81.9846	-0.00633512	76.1835	0.0138597	80.1829	0.00244795	80.1121	-0.00754975	75.4457	-0.0152459	71.8023	0.00322416	97.1824	-0.00194468	76.8465	0.00289923	70.7575	0.00896748	85.3041	-0.00153564	77.6436	-0.00285755	69.6224	-0.00210172	84.5413	0.0146784	75.7186	-0.0141025	89.4717	-0.010079	67.8553	-0.0027075	78.8077	0.00330706	82.8921	-0.00248772	83.4659	0.00509397	81.0523	-0.0150422	77.5053	-0.0107955	85.1427	-0.00163919	84.5399	-0.00261996	74.4022	-0.00922493	83.593	-0.0101197	81.6979	0.00182742	72.6332	0.00302292	78.2589	-0.00239582	74.98	0.00729733	70.469	0.00125871	76.5351	-0.0188295	82.9774	0.00518171	87.1029	-0.00587938	84.8244	-0.00384424	75.4502	0.00521642	74.2787	0.000864963	82.093	0.0110286	87.8581	-0.0046369	91.7805	-0.000300435	4.89991	0.00426838	85.5987	0.00250164	82.6587	0.00733558	86.5452	0.000415886	78.2702
1.06092	0.633168	1.#QNAN	0	3.957	4	1.29988	1.10109	1.06092	1.05931	1.41902	15.0721	-0.00593718	81.4768	-0.00413885	85.4316	0.00763601	67.8854	0.0115619	81.7685	-0.00904096	65.8297	0.00692407	74.3485	-3.96301e-005	82.2693	-0.00626667	76.6831	0.013935	80.1469	0.00347467	80.127	-0.00798527	74.6559	-0.0144668	71.4767	0.00264256	95.9385	-0.00265736	76.363	0.00225388	71.5431	0.0103116	86.1884	-0.00181663	79.0654	-0.00252003	69.4584	-0.00258819	85.5306	0.0151532	74.9836	-0.0147717	87.3836	-0.0102594	68.0963	-0.00241779	76.8045	0.00388838	81.8235	-0.00220638	83.8024	0.00488305	81.0141	-0.0157638	76.1189	-0.0113712	85.5153	-0.000374752	83.7669	-0.00331135	72.6692	-0.00900353	83.7082	-0.0105371	81.3173	0.00119851	72.7768	0.00169606	78.511	-0.00228122	74.886	0.00829344	69.7908	0.00199996	77.6576	-0.0178822	83.5074	0.00394097	86.0898	-0.00428058	85.4669	-0.00481768	76.0806	0.00443437	74.9212	0.00139741	82.1974	0.0103256	87.5501	-0.00463765	89.9787	-0.00137606	4.26672	0.00396564	86.1798	0.00250183	80.7779	0.00726351	85.1142	-9.12297e-005	77.4984
1.06062	0.632524	1.#QNAN	0	4.094	4	1.30586	1.10466	1.06062	1.05907	1.41827	15.1069	-0.00542359	81.2675	-0.00423322	84.9005	0.00715448	67.6772	0.012338	80.7674	-0.00796615	65.9329	0.00582726	75.1275	0.000144388	83.7885	-0.00696692	76.4019	0.0153343	79.8863	0.00315556	81.0828	-0.0097824	77.0302	-0.0144886	71.109	0.00401436	97.0606	-0.00284702	76.7354	0.000959006	72.2153	0.0106197	87.2647	-0.00236715	78.4056	-0.00245394	69.3152	-0.00301401	83.015	0.0155548	75.6164	-0.0139468	87.8062	-0.0100818	66.5149	-0.00334699	76.7755	0.00471213	81.1405	-0.00379679	82.796	0.00596776	82.6262	-0.0159612	76.0109	-0.0102386	84.8585	-0.000258449	83.635	-0.00329809	72.13	-0.0104317	85.2571	-0.0103234	79.737	0.00233156	72.6888	0.00228171	78.1744	-0.000798758	74.5096	0.00929569	69.2498	0.00237872	77.9147	-0.019186	83.2478	0.00285711	86.9648	-0.00391293	85.9292	-0.00439586	75.2156	0.00404574	74.0899	0.00186469	82.3756	0.0115158	85.9775	-0.00568126	91.8741	-0.00039996	3.75844	0.00405892	86.2794	0.00281305	80.8635	0.00616851	85.3267	0.00128958	76.6777
