rmse	mae	time_pred	time_learn	time_learn2	time_learn4	alpha	rmse_mcmc_this	rmse_mcmc_all	rmse_mcmc_all_but5	wmu[0]	wlambda[0]	vmu[0,0]	vlambda[0,0]	vmu[0,1]	vlambda[0,1]	vmu[0,2]	vlambda[0,2]	vmu[0,3]	vlambda[0,3]	vmu[0,4]	vlambda[0,4]	vmu[0,5]	vlambda[0,5]	vmu[0,6]	vlambda[0,6]	vmu[0,7]	vlambda[0,7]	vmu[0,8]	vlambda[0,8]	vmu[0,9]	vlambda[0,9]	vmu[0,10]	vlambda[0,10]	vmu[0,11]	vlambda[0,11]	vmu[0,12]	vlambda[0,12]	vmu[0,13]	vlambda[0,13]	vmu[0,14]	vlambda[0,14]	vmu[0,15]	vlambda[0,15]	vmu[0,16]	vlambda[0,16]	vmu[0,17]	vlambda[0,17]	vmu[0,18]	vlambda[0,18]	vmu[0,19]	vlambda[0,19]	vmu[0,20]	vlambda[0,20]	vmu[0,21]	vlambda[0,21]	vmu[0,22]	vlambda[0,22]	vmu[0,23]	vlambda[0,23]	vmu[0,24]	vlambda[0,24]	vmu[0,25]	vlambda[0,25]	vmu[0,26]	vlambda[0,26]	vmu[0,27]	vlambda[0,27]	vmu[0,28]	vlambda[0,28]	vmu[0,29]	vlambda[0,29]	vmu[0,30]	vlambda[0,30]	vmu[0,31]	vlambda[0,31]	vmu[0,32]	vlambda[0,32]	vmu[0,33]	vlambda[0,33]	vmu[0,34]	vlambda[0,34]	vmu[0,35]	vlambda[0,35]	vmu[0,36]	vlambda[0,36]	vmu[0,37]	vlambda[0,37]	vmu[0,38]	vlambda[0,38]	vmu[0,39]	vlambda[0,39]	vmu[0,40]	vlambda[0,40]	vmu[0,41]	vlambda[0,41]	vmu[0,42]	vlambda[0,42]	vmu[0,43]	vlambda[0,43]	vmu[0,44]	vlambda[0,44]	vmu[0,45]	vlambda[0,45]	vmu[0,46]	vlambda[0,46]	vmu[0,47]	vlambda[0,47]	vmu[0,48]	vlambda[0,48]	vmu[0,49]	vlambda[0,49]
1.0858	0.679709	1.#QNAN	0	3.685	4	1.20124	1.06747	1.0858	1.08088	1.42136	14.8577	-0.00533726	85.2321	-0.00377332	89.5165	0.00407742	78.1966	0.0116943	88.6284	-0.00643707	77.4342	0.00808831	80.2435	0.00198801	90.2005	-0.00855049	86.3918	0.00419506	86.4844	0.00698364	92.438	-0.00382224	84.0989	-0.00396073	82.2268	0.000680225	105.501	0.000872981	82.7524	-0.00198005	73.9534	0.00658515	94.4463	4.74422e-006	84.6264	-0.00226636	83.2635	0.000360921	92.9537	0.0132979	89.3298	-0.00698523	91.3669	0.000664744	76.994	-0.00206551	86.5268	0.00219516	87.5535	0.000740881	91.6658	0.00135146	88.8083	-0.00140984	80.3815	-0.00970857	92.2183	-0.00745985	88.5057	0.000384329	88.0386	8.61002e-006	90.7159	-0.00836262	94.669	-0.00348626	85.1445	0.00166038	90.4633	-0.00942811	82.394	0.00122964	80.4633	-0.00463	88.1231	-0.00309885	95.0226	-0.00265709	93.2589	-0.00201217	98.4121	-0.00550902	84.742	-0.00110831	87.0733	-0.00384098	77.8539	0.0103712	96.0097	-0.013757	84.8386	-4.54938e-005	70.6799	0.000255363	92.817	0.00491468	93.0097	0.0038206	103.351	0.00061397	89.5634
1.08448	0.677537	1.#QNAN	0	3.677	3	1.20286	1.06915	1.08448	1.07971	1.41869	14.7899	-0.00639712	85.3234	-0.00226694	89.5501	0.00464366	79.7876	0.011472	89.422	-0.00693296	75.9301	0.00696242	80.8017	0.00288083	89.2107	-0.00913503	85.9489	0.00406446	84.5586	0.00657221	92.588	-0.00449583	82.791	-0.00327667	80.9269	0.000806139	104.297	0.000379228	82.3239	-0.00301515	73.8383	0.00782071	93.2045	1.47109e-005	84.151	-0.00192131	83.7515	-9.23182e-005	92.7715	0.0138351	89.912	-0.00677633	90.6659	0.00155752	78.1658	-0.00297253	86.5465	0.002706	89.3415	0.00187032	90.7812	0.00215326	88.4254	-0.00142858	81.0906	-0.00967046	91.8985	-0.00787686	88.291	0.00111945	89.8891	-5.4067e-005	92.8357	-0.0077148	93.3148	-0.00400476	84.5289	0.00198233	90.5455	-0.00917941	83.2259	0.00137596	79.1441	-0.00551181	88.8232	-0.00318013	94.6981	-0.00150417	93.7266	-0.00255705	100.561	-0.00595847	86.3133	-0.000481921	86.8822	-0.00293122	78.1958	0.00920842	95.8141	-0.01428	83.8222	-0.000821936	71.149	-0.000182812	95.0763	0.00555393	93.1891	0.00424034	101.591	-0.000363093	88.8883
1.08325	0.675453	1.#QNAN	0	3.683	4	1.20016	1.07028	1.08325	1.07861	1.41349	14.4636	-0.00641046	84.6764	-0.00280529	87.7338	0.00393732	80.2301	0.0112715	91.1642	-0.00706012	75.8554	0.00675748	80.9187	0.00336764	88.911	-0.0100007	84.4171	0.0042458	84.4089	0.00720175	92.5325	-0.00532723	83.1271	-0.00394892	79.8947	0.00135151	104.029	0.000984527	82.7186	-0.00190188	73.9554	0.00798838	94.3417	-0.000467433	83.6884	-0.000381938	83.1649	-0.000904228	94.7993	0.0137208	90.3677	-0.00637207	92.133	0.0020445	77.3903	-0.00212382	86.8634	0.00322062	90.0035	0.00107136	90.61	0.00173534	89.2021	-0.000553013	81.9625	-0.00991012	90.637	-0.0078952	90.1551	0.00111172	89.9767	-0.00124122	93.6554	-0.00797872	93.4828	-0.00278418	83.9005	0.00137762	90.7894	-0.00880415	81.7258	0.00104205	78.8925	-0.00528396	88.0442	-0.00323413	92.3019	-9.83542e-005	94.7585	-0.0022233	99.5937	-0.00541795	85.1762	0.00088274	86.3064	-0.00263132	77.6236	0.00991512	95.9201	-0.0133042	84.3134	-0.00164651	71.4429	-0.000477392	95.3963	0.00506615	91.3482	0.00366603	100.155	-0.00208498	88.4686
1.08204	0.673418	1.#QNAN	0	3.687	4	1.20096	1.07001	1.08204	1.07754	1.41826	14.4942	-0.00638843	84.7607	-0.00301231	88.8806	0.00368894	79.3848	0.0106785	90.907	-0.00832028	74.5476	0.00804134	80.8954	0.00368854	88.7962	-0.00828117	83.0263	0.00357987	84.0327	0.00619716	93.2913	-0.00517574	84.301	-0.00486989	78.8488	0.000824102	105.952	0.000506249	82.8954	-0.00113508	75.5763	0.00983704	92.4439	-0.00068818	82.8905	7.89935e-005	82.3266	-0.00206278	94.3823	0.0146757	88.6304	-0.00714173	92.4586	0.00247824	77.8827	-0.00302468	86.2931	0.00233924	89.189	0.00157965	88.8501	0.00123607	89.2782	-0.00136738	80.5845	-0.0114752	90.6963	-0.00874796	90.368	-0.000114279	88.4101	-0.00111549	93.3756	-0.00844178	92.6093	-0.00230971	83.3601	0.00226202	89.9555	-0.00869251	81.6508	0.000416775	80.0042	-0.00479257	88.5542	-0.00343948	93.1798	0.000554297	95.8565	-0.00206473	98.5612	-0.00561241	84.7698	0.00033174	86.2403	-0.000544303	78.0583	0.0102663	95.54	-0.0115374	84.161	-0.000945396	72.0339	0.000268091	96.22	0.00413012	89.4989	0.00412241	101.632	-0.00255761	88.8459
1.0809	0.671457	1.#QNAN	0	3.695	3	1.20168	1.06892	1.0809	1.07652	1.41957	14.5438	-0.00638411	83.4758	-0.00320771	89.1999	0.00365642	78.3217	0.0122277	91.5441	-0.00925194	74.2841	0.00814187	80.3734	0.00299555	89.1448	-0.00771808	81.8522	0.00384138	82.495	0.00470568	92.0254	-0.00582752	83.9516	-0.0051446	77.9782	0.000802614	106.499	0.00064481	81.4744	0.000148374	75.6081	0.0103034	92.323	0.000395799	82.3277	-0.000699736	81.7114	-0.000618021	93.1692	0.0164848	86.9288	-0.00696634	92.3378	0.00407044	76.7493	-0.00299616	87.592	0.00134695	86.9623	0.00132923	87.8094	0.00149777	88.2313	-0.00162863	80.3512	-0.0130382	91.4522	-0.00837097	90.4309	-0.000322365	88.1748	-0.00137616	94.3674	-0.00813983	91.6569	-0.00142479	83.4258	0.00281978	88.6303	-0.00821855	80.4224	0.00268766	79.8888	-0.00314371	88.2995	-0.00483717	93.3475	0.000152598	96.3173	-0.00353299	99.9269	-0.005558	86.2723	-0.000693303	84.5326	-0.00110295	79.4293	0.00939415	96.6036	-0.0117878	83.924	-0.00101038	69.942	0.000986969	95.2076	0.00457918	87.8819	0.00364586	102.151	-0.0034166	87.7637
1.0798	0.669555	1.#QNAN	0	3.675	4	1.20478	1.06909	1.0798	1.07555	1.41848	14.3871	-0.00695166	85.1636	-0.00265127	87.9436	0.00413433	76.9498	0.0113071	88.9721	-0.0105627	74.1465	0.00805698	78.8524	0.00463948	87.9519	-0.00854703	80.9561	0.00398282	82.5993	0.00410608	92.7515	-0.00474456	83.7457	-0.0043751	78.9352	0.000650479	105.745	0.00188507	82.1203	0.00111603	75.8832	0.011349	91.4558	-2.21475e-005	82.2803	-0.00207415	81.1125	0.000346926	91.9888	0.0144909	85.2787	-0.00608384	92.2089	0.00186728	77.3272	-0.00167356	86.5672	0.00138306	87.3993	-0.000232488	88.8305	0.00153218	88.7623	-0.00155765	79.6877	-0.0128427	90.6826	-0.00841511	90.4931	-8.76986e-005	87.4271	-0.00180654	94.0645	-0.00896097	93.8649	-0.0013353	82.8765	0.00176793	87.3104	-0.00531686	78.0654	0.0016487	80.3442	-0.00242447	87.4769	-0.00601325	92.685	-0.000326057	95.6035	-0.00417824	99.5068	-0.00524242	85.8766	-0.00202936	83.311	-0.000466799	79.2437	0.00858536	96.6607	-0.0112523	84.1943	-0.00160633	70.8223	0.000220437	94.3126	0.00413044	86.6894	0.00341448	99.3357	-0.00299913	85.9921
1.07878	0.667793	1.#QNAN	0	3.694	4	1.20071	1.07044	1.07878	1.07466	1.41963	14.5775	-0.00753138	85.1193	-0.002621	88.6243	0.00289701	76.951	0.0107662	88.5983	-0.0100177	75.081	0.00832372	78.2033	0.00518652	87.3923	-0.00845889	79.6531	0.00538327	82.7694	0.0049816	91.3351	-0.0058597	83.166	-0.00664163	78.0667	-0.000261703	104.416	0.00255288	82.2066	0.00177076	76.8612	0.0106064	90.1346	-0.00112743	81.6933	-0.00189175	80.1339	-0.00043798	91.2516	0.0149656	84.9775	-0.00697175	94.4284	0.0014604	76.5789	-0.00299025	86.4081	0.00139257	88.4945	-0.00211297	87.1951	0.00156089	88.1381	-0.00299441	79.9521	-0.0117188	90.4424	-0.00804358	89.5098	-0.000548825	87.0545	-0.002936	93.998	-0.00995789	93.9507	-0.000423097	83.202	0.00228042	87.2469	-0.00583279	78.3926	0.00308505	78.0781	-0.0017625	87.7002	-0.00765555	92.5385	0.000446705	95.2658	-0.0043863	97.843	-0.00500721	86.2079	-0.00150054	83.6178	0.000370911	79.2209	0.009138	96.0309	-0.0107723	84.2887	-0.00185789	70.2567	0.000718406	94.6078	0.00456779	86.0994	0.00347614	99.72	-0.00252263	85.085
1.07781	0.666088	1.#QNAN	0	3.693	4	1.19889	1.07077	1.07781	1.07381	1.41751	14.4667	-0.00652843	85.5733	-0.00304085	90.9368	0.00146629	77.1746	0.00884596	89.2745	-0.0110932	75.889	0.00971894	77.1036	0.00649762	88.3438	-0.00965201	80.4384	0.00552726	82.4259	0.00574976	91.6011	-0.00625969	83.7501	-0.00747215	78.3167	-0.000356968	103.43	0.00201004	80.215	0.00252955	76.591	0.0101546	89.441	0.000481316	81.0783	-0.00193547	78.82	-0.0023364	91.3325	0.0139697	83.9964	-0.00762596	95.4174	0.00178324	75.912	-0.00314415	86.1194	0.00131847	87.82	-0.0014517	87.605	0.000914711	86.9928	-0.00428005	78.6752	-0.0112443	91.1603	-0.00663572	87.7601	-0.000454996	86.644	-0.00317125	94.775	-0.0105531	93.2758	-0.00100221	83.9894	0.000805552	86.4174	-0.00517442	77.9524	0.00273173	78.7762	-0.000827115	85.9979	-0.00731704	90.5164	0.0015939	94.2973	-0.00408494	96.8817	-0.00453278	85.8855	-0.000639401	84.4327	0.000962974	79.6362	0.0100045	95.308	-0.010842	83.849	-0.0022897	69.0889	0.00122177	96.1325	0.00519494	87.6445	0.00376344	98.8328	-0.00139203	84.0046
1.0769	0.664456	1.#QNAN	0	3.687	3	1.20092	1.06967	1.0769	1.07302	1.4186	14.7752	-0.00653065	84.7098	-0.00253412	91.6093	0.00143234	77.4198	0.00838511	87.5262	-0.0109204	75.7238	0.00996763	77.1653	0.00518156	87.9723	-0.0091859	80.8546	0.00465421	82.8787	0.00676316	92.1102	-0.00618043	84.0491	-0.00742593	79.3123	-0.00115805	101.597	0.00123552	79.2777	0.0020827	77.2843	0.00989636	89.732	0.000464151	80.542	-0.00149931	79.7942	-0.00184908	92.4761	0.0135342	85.467	-0.00790724	94.1292	0.00206699	75.7024	-0.00313103	85.6295	-0.00019557	88.4368	-0.000671016	87.5911	0.000885258	86.3769	-0.00468227	79.4416	-0.0104092	91.7135	-0.0070827	86.7064	-0.000355473	85.3622	-0.00324881	96.3491	-0.00993858	92.0713	-0.00128202	83.9662	0.00202939	86.5165	-0.00412867	77.4832	0.00183845	78.7492	-0.00167295	86.6065	-0.00800732	90.0133	0.00282231	94.9052	-0.00271985	96.0419	-0.00514384	85.4301	-0.000246502	83.6893	0.000621505	79.469	0.0105151	94.6065	-0.0098793	83.2576	-0.00170097	68.254	0.00116475	96.3562	0.00502901	86.9097	0.00302985	97.9014	-0.000983133	84.7058
1.07602	0.662884	1.#QNAN	0	3.667	4	1.20069	1.06923	1.07602	1.07225	1.41946	14.6153	-0.00613458	85.3527	-0.00169987	91.0483	0.000787628	76.7859	0.00897035	87.8473	-0.0104129	76.6077	0.0105557	76.9754	0.00484346	87.9144	-0.00900606	80.2529	0.00494265	84.3918	0.00643779	92.0619	-0.00570184	84.2837	-0.00829678	79.4536	-0.000811285	102.39	0.00115725	77.9278	0.00224591	76.396	0.00958888	89.1396	0.000568687	80.3516	-0.00293146	79.2156	-0.00144313	92.0226	0.0135403	85.4631	-0.0087092	93.383	0.0024965	75.9608	-0.00361178	85.5786	0.000893313	87.8162	-0.000990448	88.007	0.00128024	87.4366	-0.00590059	79.113	-0.00975678	90.3941	-0.0062963	86.6146	0.000106517	84.0651	-0.0040569	95.2046	-0.00929399	92.405	-0.00176337	82.3289	0.00240133	85.8462	-0.00538548	77.7409	0.00278147	79.18	-0.00258043	86.2925	-0.0101115	90.7607	0.00342439	94.6955	-0.0024005	96.9959	-0.00503531	87.2792	-0.000484331	83.0126	0.00119543	78.4752	0.0103078	96.6472	-0.00904919	82.6448	-0.00356349	68.3938	0.000681349	95.5105	0.0056719	87.7082	0.00260166	97.7707	0.000186116	85.8221
1.07518	0.661371	1.#QNAN	0	3.677	4	1.20422	1.06979	1.07518	1.07152	1.41738	14.7001	-0.00533971	85.7766	-0.00139085	90.618	0.000793568	75.2465	0.00880486	86.8151	-0.0108893	77.0068	0.00975509	77.3975	0.00500802	86.372	-0.00910969	80.2884	0.00414674	84.9015	0.00706494	92.8668	-0.0054097	83.1635	-0.00848063	79.4625	-0.000133472	103.589	0.00108136	77.5769	0.00182126	77.6951	0.0106304	89.7309	-0.000152687	80.6126	-0.00415737	78.5139	-0.00154575	92.2751	0.0137022	84.4379	-0.009131	94.1691	0.00385001	77.4415	-0.0037692	85.713	-0.000161363	89.0619	-0.00167056	88.079	0.00111874	87.3685	-0.00692826	79.4194	-0.0123112	89.6333	-0.00408949	87.3741	0.00217584	84.2176	-0.00421266	94.2569	-0.00860969	92.203	-0.000895158	82.5517	0.00131381	86.0072	-0.00686919	77.6752	0.00276114	78.686	-0.00181402	85.8753	-0.011174	90.4152	0.00398101	94.761	-0.00419232	98.938	-0.00393576	86.2856	0.000403647	83.6854	0.00159854	79.0812	0.0101072	95.2511	-0.00838161	81.8421	-0.00292968	67.978	0.0018765	95.121	0.00652443	86.9419	0.00337271	97.9438	0.00117824	84.5326
1.07435	0.659841	1.#QNAN	0	3.682	3	1.20311	1.06759	1.07435	1.07079	1.41703	14.6534	-0.00468351	86.4912	-0.00204281	87.3817	3.37236e-005	74.6025	0.00893745	86.3195	-0.0106103	77.0724	0.010836	77.8276	0.0068164	86.9826	-0.00819596	80.0493	0.00609326	84.8727	0.00629521	92.7024	-0.00621299	84.0982	-0.00914204	79.4704	-0.000537338	103.425	9.04742e-005	77.4362	0.0023902	76.9887	0.0113581	91.1464	0.000232548	80.3347	-0.00562709	78.4388	-0.00143299	92.9888	0.0137835	83.1224	-0.00878847	95.0286	0.00336003	76.0132	-0.00361017	85.1409	0.000110577	89.1147	-0.000660866	87.492	0.00210296	85.45	-0.00668415	79.7727	-0.0130082	89.7408	-0.00405992	87.9384	0.00311496	84.3274	-0.00359406	94.1716	-0.00939353	91.6967	-0.000323031	82.1089	0.0023277	86.0078	-0.00770798	78.2586	0.0033699	77.3114	-0.00248549	84.3214	-0.012239	90.8124	0.00380748	94.4515	-0.00486468	98.4497	-0.00468536	86.272	-0.00054354	83.4535	0.00208017	79.7117	0.00994382	95.6317	-0.00777124	82.9445	-0.00229098	66.083	0.00192945	94.0781	0.00642168	86.7238	0.00265277	98.6058	-0.000256157	84.1697
1.07358	0.658402	1.#QNAN	0	3.676	4	1.20224	1.07021	1.07358	1.07013	1.41676	14.6707	-0.00434171	86.0123	-0.00201908	86.9654	-9.23904e-006	73.7778	0.00816426	86.6305	-0.00950887	76.3824	0.00841641	78.9164	0.00778499	86.9381	-0.0100637	79.9978	0.0065778	85.3227	0.00549241	92.3357	-0.00692161	83.362	-0.0103969	79.5705	-0.00159308	101.305	0.000474095	78.0403	0.00310838	77.5751	0.0104483	90.3957	0.000394995	82.1354	-0.00356002	77.5883	-0.000758754	90.7974	0.0135626	83.0979	-0.0089973	93.8982	0.00288308	75.7093	-0.00573426	85.5719	0.000694588	87.6308	-0.00017692	85.5637	0.00293467	84.0734	-0.00723682	80.0895	-0.0137717	89.0442	-0.00339361	87.3105	0.00183086	83.2551	-0.00295023	94.2757	-0.00969939	90.2446	0.000573289	81.0315	0.00218284	84.5865	-0.00760566	79.3195	0.00383175	75.9133	-0.00412138	82.5559	-0.0117704	88.4645	0.00488348	95.6677	-0.0046387	98.6687	-0.00349127	86.0104	4.43135e-005	83.3626	0.00216686	78.3991	0.00947622	95.8061	-0.00799139	83.0022	-0.00376016	64.876	0.00267885	93.2926	0.00533368	86.7956	0.00251572	98.4994	-0.0014733	84.8143
1.07281	0.656974	1.#QNAN	0	3.785	4	1.20057	1.06913	1.07281	1.06946	1.4186	14.593	-0.00448181	85.3053	-0.000574308	84.8915	-0.000330668	73.3315	0.00808758	85.769	-0.00931384	77.5155	0.00804877	79.594	0.0064793	85.5965	-0.0114583	78.5664	0.00754832	85.2944	0.00482738	93.306	-0.00756491	84.1665	-0.0111427	79.1584	-0.00258232	102.196	-0.000446091	77.4661	0.00332614	77.3918	0.010541	90.9921	0.000425037	83.1028	-0.00411887	77.5577	0.000819691	91.2994	0.0132051	82.593	-0.00925334	94.5125	0.00325812	75.3985	-0.00576981	85.3172	-5.47925e-006	87.337	-0.000809256	86.0225	0.00254807	82.8156	-0.00845553	80.1627	-0.0130524	88.5714	-0.00258655	87.1388	0.00174208	82.6816	-0.00437862	94.0017	-0.00938358	88.291	0.000338709	80.1187	0.0020109	84.6116	-0.00844477	80.7518	0.00449087	75.5656	-0.0050647	81.9978	-0.0112861	89.7975	0.00588045	93.4071	-0.00587868	98.0154	-0.00353091	85.3839	0.00128503	81.6368	0.00166782	77.1638	0.00950463	95.6652	-0.00816696	83.0657	-0.00283177	64.2639	0.00282525	94.2612	0.00420685	85.5127	0.00300068	97.7102	-0.00163624	84.7569
1.0721	0.655663	1.#QNAN	0	3.685	3	1.20107	1.06959	1.0721	1.06885	1.41633	14.8	-0.00442613	85.2785	-0.00152876	84.9509	-4.69298e-006	74.371	0.00728106	84.9739	-0.00814636	76.7105	0.00909822	79.9702	0.00651502	84.4627	-0.0114026	80.6684	0.00846981	83.2823	0.00493228	92.1361	-0.0071791	82.5209	-0.0114408	81.1688	-0.00315878	102.261	-0.000135372	78.6107	0.00437342	77.8676	0.0101705	90.6158	0.0021657	81.9469	-0.00439899	77.7062	-0.00101093	90.2617	0.0137095	82.7341	-0.00920713	94.972	0.0028902	75.8895	-0.00585961	85.0499	0.000146704	87.4305	-0.00175826	84.9628	0.00294512	83.0676	-0.0100393	79.9444	-0.0128248	88.3413	-0.00298759	86.7292	0.00124487	82.1938	-0.00510782	91.8943	-0.00939672	89.0843	0.00134946	81.5512	0.002044	83.6206	-0.007356	81.2709	0.00374492	75.2301	-0.00617015	81.9358	-0.0107086	90.5281	0.00461531	93.4223	-0.00648196	97.8711	-0.00279352	86.9401	0.000239278	81.7043	0.00111945	76.9783	0.00931474	95.2946	-0.00754723	83.7107	-0.00380564	63.326	0.00290359	93.4454	0.00427689	83.6256	0.00361075	96.0612	-0.00283203	84.7018
1.07143	0.654386	1.#QNAN	0	3.682	4	1.19956	1.06885	1.07143	1.06827	1.41851	14.8878	-0.004031	84.2001	-0.000852059	84.2063	0.000982037	74.3591	0.00913235	84.4386	-0.00729975	75.5716	0.00866443	79.5977	0.00797763	84.3432	-0.0108583	80.1609	0.00898577	83.6432	0.0028935	92.9048	-0.00682462	81.3292	-0.0113186	81.7958	-0.00208752	102.159	-0.000304972	77.1437	0.00336771	78.4753	0.0101348	89.0458	0.0014951	81.0672	-0.00475998	76.7601	-0.00238243	90.8557	0.0140832	82.2795	-0.00900571	94.5508	0.0019411	75.2652	-0.00524757	85.5121	-0.000468155	87.2845	-0.00216128	85.6058	0.00331657	82.9899	-0.00916641	80.4758	-0.0128378	89.2706	-0.00398029	85.6361	0.00174617	82.4387	-0.00532878	91.4332	-0.00938521	87.8191	0.00381666	81.0445	0.00222934	81.7946	-0.00581839	81.0469	0.00346427	76.0083	-0.0067482	81.2436	-0.0115335	91.1039	0.00528874	92.0675	-0.00688803	98.2235	-0.00282847	86.3293	0.000510007	81.7514	0.0016945	75.8669	0.00822556	93.2975	-0.0064994	84.974	-0.00392979	62.5656	0.00364664	93.4903	0.00329279	83.1753	0.00421549	93.9604	-0.00281523	84.9657
1.07076	0.65309	1.#QNAN	0	3.686	4	1.20071	1.06924	1.07076	1.0677	1.41736	15.0497	-0.00597083	84.1185	-0.00102927	84.3044	0.00136888	73.9824	0.00866635	84.354	-0.00768778	75.9635	0.00679385	79.4746	0.00602267	83.6654	-0.0105505	81.9781	0.00958181	85.5085	0.00127836	92.3481	-0.00527014	81.3317	-0.0109188	82.1294	-0.00148118	101.469	-0.0012564	76.9072	0.00313069	78.0468	0.00994847	89.6503	0.000223258	81.5053	-0.00437268	76.5515	-0.00194769	91.4775	0.0135565	81.0999	-0.00909786	94.3851	-0.000951286	75.5887	-0.00580084	84.3157	0.000270875	87.8397	-0.00230607	85.1601	0.00410948	82.1349	-0.0088517	80.1002	-0.0140065	86.7954	-0.00302302	86.5782	0.000400213	82.9162	-0.00600767	91.0138	-0.00997679	87.267	0.00392439	80.3821	0.00212578	82.3268	-0.00585189	81.1608	0.001184	74.6192	-0.00800595	79.477	-0.0116568	90.357	0.00563676	92.4583	-0.00664664	96.4404	-0.0024214	85.9971	-0.000247632	80.8598	0.000411802	75.8472	0.0079616	95.0129	-0.00670658	85.7457	-0.00422446	62.2005	0.00363017	93.069	0.0040376	83.7684	0.00525036	94.2436	-0.00412215	83.9632
1.07008	0.65185	1.#QNAN	0	3.687	3	1.20254	1.06685	1.07008	1.0671	1.4182	14.8667	-0.00551242	84.8555	-0.00114749	85.6163	0.000514041	74.4854	0.00754379	84.409	-0.00893007	75.3466	0.00835218	80.5013	0.00579831	84.854	-0.00964787	82.5073	0.00887476	85.7156	0.00146747	92.3701	-0.00601369	80.1358	-0.0120502	82.2123	-0.00149943	101.461	-0.000514332	77.3414	0.0031588	76.9525	0.011602	88.9354	-0.000712009	82.778	-0.00474363	77.1351	-0.00263073	90.7796	0.0131087	80.8182	-0.0101574	93.493	-0.000842505	76.048	-0.00579213	84.7714	-0.000324814	87.9431	-0.00290803	85.5851	0.00481685	80.5492	-0.00860214	81.3653	-0.0144475	86.5811	-0.00312845	87.3581	-0.000802995	82.2147	-0.00620972	90.9242	-0.00994	87.3199	0.00416757	80.6877	0.00193657	80.7151	-0.005154	79.2041	0.001955	74.0712	-0.00669758	77.5132	-0.0123861	89.7696	0.00429042	91.5599	-0.00754131	95.7416	-0.00236252	84.9224	2.77011e-005	81.3564	0.00121475	77.2303	0.00786464	95.3824	-0.00671599	85.4438	-0.00517681	61.4416	0.00341479	93.7331	0.00408212	83.9485	0.00594644	93.0737	-0.00457974	84.0401
1.06947	0.650676	1.#QNAN	0	3.685	4	1.20478	1.06914	1.06947	1.06658	1.4172	14.9591	-0.005528	84.9812	-0.001467	85.7413	0.000210325	74.5061	0.00857076	84.1775	-0.0092871	74.0649	0.0092223	80.2604	0.00541759	85.7402	-0.00959733	81.4334	0.00989999	84.2871	0.00209697	92.6055	-0.00595032	79.6755	-0.0123988	81.9286	-0.00176572	102.111	-0.000329415	78.2288	0.0029927	75.2688	0.0130178	89.5724	-0.000168698	82.3095	-0.00366319	76.4512	-0.00315364	90.6279	0.0151696	79.5201	-0.0108996	93.9354	-0.000554053	75.5278	-0.00582188	83.7404	0.000238261	88.3164	-0.00240815	85.3063	0.00409329	81.1689	-0.00865821	81.1076	-0.0150316	85.0472	-0.00413648	87.7513	0.000141657	82.4336	-0.00561846	91.7957	-0.00949818	87.5629	0.00425996	80.0174	0.0016235	80.1067	-0.00538848	79.5446	0.00186412	74.1074	-0.00581934	76.5119	-0.0128616	89.2681	0.00444829	92.324	-0.00692258	94.8131	-0.00266783	84.1446	0.000602419	82.8575	0.00259459	78.1775	0.00887482	96.0923	-0.00637311	86.1416	-0.00622587	59.4449	0.0027643	94.3788	0.00456263	84.3033	0.00600968	92.7793	-0.00457703	85.8269
1.06889	0.649541	1.#QNAN	0	3.697	4	1.20846	1.06925	1.06889	1.06608	1.41702	14.9787	-0.00547638	84.7419	-0.00192261	85.6404	-0.000399572	73.513	0.00862223	84.7688	-0.00786228	73.2218	0.00944839	80.2263	0.00440814	86.6828	-0.0102471	80.3582	0.00935111	83.4518	0.00249618	92.3243	-0.00519589	79.6364	-0.0117721	80.7859	-0.0015731	104.131	0.000102042	77.4848	0.00274267	75.6711	0.0131323	88.2309	-0.00101659	82.2622	-0.00273046	75.1841	-0.0029337	89.6944	0.0155719	79.9771	-0.0102195	93.1915	-0.0008215	76.2014	-0.0052668	85.2341	-5.76843e-005	89.6325	-0.00245028	86.6442	0.00255754	81.0956	-0.0097172	81.2482	-0.0147572	85.4156	-0.00300858	86.9253	-8.38468e-005	81.8393	-0.00437566	89.6429	-0.00840369	88.6131	0.00381274	79.561	0.00212069	80.4809	-0.00467222	79.5645	0.00137269	73.5077	-0.00476694	76.8859	-0.0124471	88.7216	0.00390153	90.4711	-0.00730834	95.1789	-0.00359781	84.641	0.000343337	82.9607	0.000620872	78.3898	0.0101669	96.0894	-0.00658696	86.7381	-0.00527625	56.9694	0.00297006	94.078	0.00430316	84.8855	0.00591344	93.2865	-0.00523042	86.5217
